+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                             ;
+---------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; training_unit|train_unit|ma5|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma5|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma5                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4|altmult_accum_component|auto_generated|zaccum2|accum                 ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4|altmult_accum_component|auto_generated|zaccum2                       ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4|altmult_accum_component|auto_generated|ded_mult1|pre_result          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma4                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3|altmult_accum_component|auto_generated|zaccum2|accum                 ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3|altmult_accum_component|auto_generated|zaccum2                       ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3|altmult_accum_component|auto_generated|ded_mult1|pre_result          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma3                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2|altmult_accum_component|auto_generated|zaccum2|accum                 ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2|altmult_accum_component|auto_generated|zaccum2                       ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2|altmult_accum_component|auto_generated|ded_mult1|pre_result          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma2                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1|altmult_accum_component|auto_generated|zaccum2|accum                 ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1|altmult_accum_component|auto_generated|zaccum2                       ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1|altmult_accum_component|auto_generated|ded_mult1|pre_result          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma1                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0|altmult_accum_component|auto_generated|zaccum2|accum                 ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0|altmult_accum_component|auto_generated|zaccum2                       ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0|altmult_accum_component|auto_generated|ded_mult1|pre_result          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0|altmult_accum_component|auto_generated|ded_mult1                     ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0|altmult_accum_component|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit|ma0                                                                      ; 36    ; 33             ; 0            ; 33             ; 32     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|train_unit                                                                          ; 326   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|computer_derivative                                                                 ; 320   ; 0              ; 0            ; 0              ; 160    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit|switch_unit                                                                         ; 4     ; 100            ; 0            ; 100            ; 160    ; 100             ; 100           ; 100             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; training_unit                                                                                     ; 330   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c8|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c8                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c7|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c7                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c6|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c6                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c5|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c5                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c4|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c4                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c3|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c3                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c2|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c2                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c1|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c1                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c0|LPM_COMPARE_component|auto_generated         ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit|c0                                              ; 32    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|comparator_unit                                                 ; 162   ; 0              ; 2            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma9                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma8                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma7                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma6                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma5                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma4                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma3                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma2                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma1                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0|altmult_accum_component|auto_generated|zaccum2|accum        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0|altmult_accum_component|auto_generated|zaccum2              ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0|altmult_accum_component|auto_generated|ded_mult1|pre_result ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0|altmult_accum_component|auto_generated|ded_mult1            ; 44    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0|altmult_accum_component|auto_generated                      ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit|ma0                                                             ; 36    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit|multiply_unit                                                                 ; 164   ; 0              ; 0            ; 0              ; 164    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; multiplication_unit                                                                               ; 164   ; 0              ; 0            ; 0              ; 164    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; weight                                                                                            ; 172   ; 0              ; 80           ; 0              ; 160    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; tri_SRAM                                                                                          ; 18    ; 9              ; 0            ; 9              ; 0      ; 9               ; 9             ; 9               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; inc_add_SRAM                                                                                      ; 3     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; SRAM_unit                                                                                         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1                                                                                                ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; RGB_unit                                                                                          ; 30    ; 0              ; 6            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; image_unit|black_unit                                                                             ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; image_unit                                                                                        ; 30    ; 0              ; 5            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+---------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
